NAME_0,NAME_1,NAME_2,ID_2,Mean_LST_001,Mean_LST_009,Mean_LST_017,Mean_LST_025,Mean_LST_033,Mean_LST_041,Mean_LST_049,Mean_LST_057,Mean_LST_065,Mean_LST_073,Mean_LST_081,Mean_LST_089,Mean_LST_097,Mean_LST_105,Mean_LST_113,Mean_LST_121,Mean_LST_129,Mean_LST_137,Mean_LST_145,Mean_LST_153,Mean_LST_161,Mean_LST_169,Mean_LST_177,Mean_LST_185,Mean_LST_193,Mean_LST_201,Mean_LST_209,Mean_LST_217,Mean_LST_225,Mean_LST_233,Mean_LST_241,Mean_LST_249,Mean_LST_257,Mean_LST_265,Mean_LST_273,Mean_LST_281,Mean_LST_289,Mean_LST_297,Mean_LST_305,Mean_LST_313,Mean_LST_321,Mean_LST_329,Mean_LST_337,Mean_LST_345,Mean_LST_353,Mean_LST_361
Uganda,Pallisa,Pallisa,UGA.50.4_1,38.91116201,38.4853743,39.2703352,39.98986592,39.93947486,41.7552067,40.03341899,40.65683799,41.04184358,41.81534078,39.47869274,37.25811173,38.02932961,37.43116201,32.94150838,35.25960894,32.64555307,30.30597765,29.93236872,30.35728492,30.24005587,29.82801117,30.31652514,30.41692737,30.74175419,30.8537095,31.0918324,31.51974302,31.89869274,32.78392179,32.41875978,32.72164246,32.25082682,32.93020112,33.0512067,33.95230168,35.08070391,33.14260335,34.24597765,35.10539665,34.30258101,34.46215642,36.066,35.63449162,37.67263687,37.11243575
Uganda,Rakai,Kabula,UGA.51.1_1,34.29701249,35.36736792,34.23153698,37.51293948,37.54976945,39.09676273,39.1974928,36.54075889,39.01522574,37.99810759,35.70982709,36.95222863,34.6751489,32.54857829,33.33136407,34.086561,31.9924976,33.75891451,32.79443804,34.25251681,35.303122,34.02571566,34.8479635,34.7926513,35.76408261,36.65954851,37.30022094,37.56788665,37.25883766,38.19605187,38.19680115,36.51960615,38.48075889,36.0853122,35.7735927,35.08757925,34.08525456,34.81461095,30.93785783,31.06684918,30.62896254,31.51970221,31.45780019,32.93670509,33.49497598,35.4021806
Uganda,Rakai,Kakuuto,UGA.51.2_1,32.97093023,33.58289037,33.54291694,35.72766113,33.7057608,35.68356811,36.37943522,36.07588704,36.33916944,36.9708505,33.10307641,32.59168771,32.81403987,29.66379402,29.86772757,29.56978738,29.50801993,29.36348837,29.66669103,29.25297674,29.94315615,29.30065781,30.19362791,30.14711628,30.65077076,31.55471761,32.93813289,32.43681728,34.33613953,35.04117608,35.23368106,36.52766113,37.84133555,38.50020598,38.50413953,36.97106312,34.97552824,36.01651163,32.54844518,33.74233223,32.77627243,32.61398671,32.24574751,32.28739535,32.34049834,34.21978073
Uganda,Rakai,Kooki,UGA.51.3_1,33.77523139,34.62612341,33.86507713,37.64962441,35.42797451,37.45869215,38.70722334,38.16597586,38.22848424,38.14947686,35.24103957,36.36171026,34.9819383,31.11089873,31.57896043,31.21877264,29.16959759,30.57718981,30.60517103,31.01185111,32.05987257,31.38655265,32.25099262,32.49702884,32.91049631,33.80141516,35.49649229,34.74118712,36.98539906,37.13523139,37.84857814,38.60431254,40.29144869,40.26478203,38.54733065,37.62826962,34.43122066,35.84321261,33.05367539,32.83529846,31.67156942,32.06303823,31.71218645,31.65292421,32.09877264,34.07739101
Uganda,Rakai,Kyotera,UGA.51.4_1,33.62900217,33.30991323,34.56566161,37.26715835,34.31737527,36.74041215,35.58598698,35.43663774,36.27704989,36.30967462,33.06240781,32.3508243,33.2678308,30.06752711,30.08954447,29.35357918,29.4497397,29.28145336,29.4337744,29.31778742,29.92550976,29.30442516,30.4372885,30.00112798,30.70809111,31.48501085,32.9021692,32.81203905,33.9167462,34.5372885,36.01160521,35.48490239,37.65924078,37.69329718,37.09238612,35.61590022,33.95362256,35.37978308,32.94496746,32.44631236,32.14334056,31.80442516,31.90752711,32.19349241,32.52132321,33.19997831
Uganda,Rukungiri,Bufumbira,UGA.52.1_1,28.86084859,29.25,29.90617304,31.25658902,31.69865225,33.42876872,34.35289517,32.79768719,33.56131448,33.02524126,31.77039933,31.95049917,32.92737105,29.60816972,30.59748752,30.59425957,29.80148087,29.65745424,30.31602329,30.48993344,31.04986689,30.208802,31.21941764,29.99049917,31.19289517,31.33788686,31.81133111,32.94034942,31.73452579,32.53326123,32.50071547,32.10550749,31.38540765,31.01778702,31.66464226,29.78297837,29.77076539,29.16647255,28.86723794,28.15143095,28.79143095,28.47668885,28.46763727,28.40660566,28.47475874,28.82291181
Uganda,Rukungiri,Rubabo,UGA.52.2_1,29.12774697,29.25228769,30.44875217,30.4144714,32.39956672,32.7547487,34.38337955,32.61204506,32.90608319,31.60337955,30.57838821,32.62629116,32.49766031,28.70480069,29.22909879,29.36746967,29.64514731,30.08590988,32.2987695,30.58254766,31.50857886,30.74029463,31.22896014,30.57114385,32.20521664,31.61467938,32.78656846,33.07311958,32.79620451,32.95831889,33.81960139,32.85554593,32.03828423,31.88677643,32.96736568,30.75509532,30.9702773,30.64532062,28.73377816,28.9035182,29.14854419,28.92466205,28.89939341,29.23558059,29.11256499,30.43083189
Uganda,Sembabule,Lwemiyaga,UGA.53.1_1,33.29254625,34.63657236,33.68190424,35.83363439,37.08495103,39.61520131,37.99742111,37.27811752,38.90005441,37.62360174,36.99348205,35.39291621,34.46971708,32.40993471,34.58218716,33.99400435,32.29328618,32.77365615,31.7973123,33.10553863,34.44895539,33.58673558,35.61043526,34.27816104,34.58579978,36.12210011,36.25668118,36.85396083,36.8408161,35.91346028,36.75248096,34.82284004,36.82381937,35.21406964,34.39944505,34.50680087,32.1974864,30.75944505,30.41054407,30.07500544,30.11853101,30.24499456,31.09287269,31.72499456,31.57211099,33.15411317
Uganda,Sembabule,Mawogola,UGA.53.2_1,35.31334821,35.81430804,35.52662946,37.08450893,38.21629464,39.44964286,39.37392857,38.55959821,38.91174107,39.50196429,36.52857143,36.88790179,34.31345982,33.68366071,32.2190625,33.51732143,31.57102679,32.54834821,33.0515625,32.48178571,35.08799107,33.39953125,34.96386161,34.49491071,35.11008929,36.68705357,37.00040179,39.17232143,37.52285714,37.0359375,37.57140625,36.399375,36.97060268,36.63285714,37.40633929,36.54200893,34.47776786,34.08607143,31.03660714,32.21950893,31.40337054,31.87866071,32.11383929,32.93502232,35.06767857,35.71872768
Uganda,Sironko,Budadiri,UGA.54.1_1,34.76767981,34.80164733,35.02535963,37.87232019,37.62197216,37.65909513,38.64786543,38.70141531,38.98090487,39.77584687,37.98081206,38.17515081,37.48206497,35.82591647,30.70865429,30.86044084,29.06308585,28.62336427,27.71941995,27.88067285,27.90990719,27.84470998,28.35222738,27.91793503,28.3325522,28.45139211,28.99946636,29.38828306,28.84364269,30.28846868,29.53357309,29.59487239,29.16266821,29.60809745,31.23199536,31.20048724,31.22735499,30.37139211,30.73180974,30.68596288,31.85408353,30.13199536,32.94535963,32.70401392,33.32062645,33.64025522
Uganda,Sironko,Bulambuli,UGA.54.2_1,38.51653659,38.44479675,39.57234146,40.92723577,40.76330081,43.72613008,41.48034146,43.0560813,42.23227642,43.32265041,43.09813008,41.77439024,41.26746341,39.58544715,35.67738211,35.11604878,31.83439024,31.32557724,30.4595935,31.0143252,30.398,30.542,31.04265041,30.15982114,29.83422764,30.01188618,30.95689431,31.21582114,31.52577236,32.56525203,32.21578862,32.91637398,32.06908943,32.62141463,33.89686179,33.76544715,34.76102439,32.75773984,34.37458537,35.10060163,34.93172358,34.34304065,35.7501626,35.79055285,36.60778862,36.96508943
Uganda,Sironko,Mt. Elgon Np,UGA.54.3_1,22.03259414,22.09343096,22.93970711,23.48849372,24.29518828,24.71368201,25.63368201,25.04648536,27.65100418,28.23887029,26.31979079,25.77,26.41535565,25.64899582,22.35719665,22.37619247,22.01334728,21.24740586,20.37694561,19.8876569,20.07635983,19.08364017,18.98263598,19.62087866,18.79585774,18.83476987,18.36598326,19.8709205,19.70933054,20.76832636,19.83594142,20.16305439,20.68841004,21.31569038,22.20665272,22.29410042,19.9323431,20.63142259,19.48824268,20.87033473,21.09259414,20.36087866,20.83962343,20.97979079,21.14439331,21.58213389
Uganda,Soroti,Kasilo,UGA.55.1_1,33.74983521,33.06291386,33.77362547,34.11915356,34.80140075,36.02255431,35.18258427,35.97910861,36.43292135,36.50132584,36.39289139,34.20628464,36.30468165,35.19696629,30.895603,31.00161049,30.51118352,30.38977528,28.96757303,29.19139326,29.41077903,28.19702622,29.20188015,28.99130337,28.93155805,29.07579775,28.28041199,29.07849438,29.19405993,30.07954307,29.91013483,30.74477154,29.87426966,31.11852434,31.64664419,31.27540824,30.90902622,30.04238951,30.452397,31.50417228,29.93323596,31.08394757,31.2126367,31.91432959,32.49767041,32.37227715
Uganda,Soroti,Serere,UGA.55.2_1,39.29953368,38.96384456,39.87240415,40.52427979,40.62664249,42.51022798,41.93814508,41.31976166,42.68784456,43.90577202,42.62923316,39.54993782,41.02537824,40.35837306,33.87576166,35.01509845,33.09853886,32.13744041,31.80504663,32.12662176,32.38664249,30.50237306,32.05194819,32.11719171,31.59584456,32.11242487,32.20863212,32.46626943,32.5911399,32.88658031,33.08687047,33.93041451,33.05839378,33.96419689,34.70556477,34.19853886,35.17654922,33.83306736,33.32875648,34.80380311,33.83290155,35.36929534,36.55431088,36.882,37.70247668,38.06177202
Uganda,Soroti,Soroti,UGA.55.4_1,41.06336615,40.70540923,41.48561846,42.67136615,42.97204308,44.68529846,43.36675077,42.99340923,44.83966154,45.54159385,44.65701538,40.88414154,41.89083692,38.87151385,34.93644923,34.95697846,32.84638154,32.52236923,31.89585846,33.69484923,32.85659692,32.66321846,32.70929846,32.83744615,32.81814769,31.76037538,32.89696615,34.05009846,32.63171077,33.74580308,33.61782769,33.80192615,33.64244308,34.55761846,35.72214769,35.03141538,37.17876308,34.39121846,35.58816615,37.5076,36.59468923,35.69076308,37.85435692,38.82506462,39.6484,39.89713846
Uganda,Soroti,Soroti (Municipality),UGA.55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
