NAME_0,NAME_1,NAME_2,ID_2,Mean_NDVI_001,Mean_NDVI_017,Mean_NDVI_033,Mean_NDVI_049,Mean_NDVI_065,Mean_NDVI_081,Mean_NDVI_097,Mean_NDVI_113,Mean_NDVI_129,Mean_NDVI_145,Mean_NDVI_161,Mean_NDVI_177,Mean_NDVI_193,Mean_NDVI_209,Mean_NDVI_225,Mean_NDVI_241,Mean_NDVI_257,Mean_NDVI_273,Mean_NDVI_289,Mean_NDVI_305,Mean_NDVI_321,Mean_NDVI_337,Mean_NDVI_353
Uganda,Mubende,Mityana,UGA.43.4_1,0.425154118,0.525104863,0.481544863,0.459140235,0.514335843,0.356563843,0.434330118,0.425409569,0.600234588,0.64799749,0.604114824,0.583749725,0.524167451,0.474429098,0.548783529,0.457893882,0.477759059,0.566128784,0.459008549,0.579395529,0.49767702,0.611785255,0.634825569
Uganda,Mukono,Buikwe,UGA.44.1_1,0.567922818,0.491781168,0.541304055,0.4262011,0.456630859,0.391181993,0.478990172,0.357768729,0.444520069,0.563998763,0.553920619,0.57065622,0.554872165,0.515584467,0.538225773,0.475419588,0.491896082,0.467389897,0.546996976,0.335992371,0.444188041,0.434400893,0.533835876
Uganda,Mukono,Buvuma Islands,UGA.44.2_1,0.383409497,0.371751676,0.430709497,0.307365642,0.328397486,0.343665922,0.389004749,0.324313128,0.434890503,0.444623743,0.313789385,0.39985419,0.319104749,0.301726257,0.376517318,0.368219274,0.316609497,0.354040503,0.348882682,0.309207821,0.429437151,0.392438268,0.419481564
Uganda,Mukono,Mukono,UGA.44.3_1,0.493406574,0.459125144,0.481312161,0.422473459,0.455708546,0.292398028,0.380598192,0.307778143,0.445253903,0.489453246,0.428253081,0.503755136,0.450974035,0.397514297,0.420330074,0.406901726,0.463197946,0.420760312,0.389735497,0.337797535,0.440791372,0.352033854,0.486510435
Uganda,Mukono,Nakifuma,UGA.44.4_1,0.56782952,0.553198979,0.531660061,0.457078754,0.511693156,0.39349285,0.449382635,0.407261491,0.555575485,0.629918284,0.650198876,0.642654545,0.597476098,0.546876915,0.578911747,0.501600409,0.589799183,0.494502247,0.530150664,0.467290501,0.641234934,0.517798979,0.629735342
Uganda,Nakapiripirit,Chekwii,UGA.45.1_1,0.263981504,0.255343583,0.258083798,0.24248223,0.236069715,0.255715854,0.277601016,0.345082201,0.424931243,0.47913284,0.497516841,0.487409872,0.476604326,0.444282695,0.438919483,0.393161208,0.435001452,0.391459437,0.386167567,0.40182047,0.338025581,0.308227991,0.271839431
Uganda,Nakapiripirit,Pian,UGA.45.2_1,0.225635,0.219266644,0.217273356,0.206380068,0.20720274,0.211103973,0.223096233,0.281454589,0.344021438,0.40332274,0.447336781,0.417564726,0.408319521,0.412136712,0.374717945,0.333642123,0.327196233,0.304326849,0.307030616,0.313433562,0.270217945,0.251623014,0.235243082
Uganda,Nakapiripirit,Pokot,UGA.45.3_1,0.266884992,0.261159606,0.256913092,0.245224055,0.240658489,0.251413731,0.270800373,0.332269026,0.38741421,0.404142097,0.416123363,0.422228153,0.401188132,0.393142257,0.377901703,0.329416924,0.330569186,0.319566152,0.343107983,0.33922182,0.311205109,0.294274721,0.271581426
Uganda,Nakasongola,Buruli,UGA.46.1_1,0.374402333,0.342023748,0.320347739,0.320886218,0.310366043,0.302491808,0.383677783,0.431046573,0.550760088,0.570737579,0.541940933,0.495883325,0.479077394,0.419747205,0.44915615,0.449345746,0.48875158,0.456648614,0.42159086,0.467302382,0.486899465,0.451397278,0.414492465
Uganda,Nebbi,Jonam,UGA.47.1_1,0.310098131,0.278273492,0.26625582,0.250770603,0.251294477,0.260885217,0.297911895,0.367760748,0.420950127,0.423178505,0.403338403,0.407360153,0.3883435,0.379670348,0.434310875,0.447177145,0.466346134,0.470090059,0.495017672,0.550356245,0.464720476,0.444436024,0.343341546
Uganda,Nebbi,Okoro,UGA.47.2_1,0.469334336,0.429010087,0.389810863,0.349911057,0.404716877,0.397516877,0.449576237,0.475805529,0.587966828,0.63769098,0.584100776,0.557096605,0.495497575,0.284282444,0.551579437,0.416905044,0.559632299,0.483993113,0.465642483,0.600067701,0.639846266,0.618807856,0.515718429
Uganda,Nebbi,Padyere,UGA.47.3_1,0.37757154,0.345725087,0.312711419,0.299635208,0.298355969,0.298833045,0.326623789,0.377761505,0.429044291,0.460885294,0.445453028,0.4496391,0.420210208,0.342587716,0.478420675,0.48944109,0.547647751,0.493295848,0.506893772,0.582805017,0.523042907,0.517822837,0.417286332
Uganda,Ntungamo,Kajara,UGA.48.1_1,0.619249863,0.565531233,0.572868493,0.352975342,0.448489315,0.568053973,0.419689589,0.485870685,0.573173425,0.619841644,0.571054521,0.52124274,0.492478356,0.471887123,0.430751781,0.457341918,0.492531233,0.4207,0.305671233,0.29884411,0.278273425,0.39467863,0.426902192
Uganda,Ntungamo,Ruhaama,UGA.48.2_1,0.508142388,0.374348718,0.47152476,0.337827965,0.347980849,0.425428526,0.243145112,0.318493029,0.420119391,0.509347115,0.513373558,0.460863542,0.446777885,0.408719231,0.400285897,0.391676282,0.416968349,0.27519383,0.25629351,0.333217869,0.254190625,0.330882692,0.425699679
Uganda,Ntungamo,Rushenyi,UGA.48.3_1,0.474581234,0.481484131,0.477397481,0.390134131,0.354361839,0.46812204,0.328367884,0.391469647,0.508270277,0.503694962,0.454285642,0.389996851,0.366724937,0.347057179,0.35210403,0.351421033,0.377918136,0.313835264,0.358820403,0.476961461,0.319593829,0.486025441,0.435278841
Uganda,Pader,Agago,UGA.49.1_1,0.284558773,0.279358211,0.273612683,0.266142717,0.282388832,0.29742065,0.322992717,0.398475342,0.523214174,0.593628983,0.584056696,0.583441447,0.603500049,0.614425122,0.611726588,0.605334604,0.589762561,0.546414467,0.498989736,0.508567595,0.445913294,0.319578592,0.290597043
Uganda,Pader,Aruu,UGA.49.2_1,0.292566404,0.297922423,0.295663789,0.294129914,0.323069299,0.336245074,0.378541493,0.513452412,0.61642255,0.649205231,0.640300508,0.643795277,0.641279279,0.648576739,0.642252311,0.626268004,0.615653834,0.572071813,0.544922956,0.544133215,0.515338446,0.332158228,0.294144388
Uganda,Pallisa,Budaka,UGA.50.1_1,0.366910526,0.339986105,0.340333053,0.336670316,0.335684,0.341306105,0.415299579,0.444988211,0.545344,0.594817053,0.572035579,0.540670737,0.511814316,0.505476632,0.499930947,0.456324,0.499616,0.481700842,0.440927158,0.481713053,0.520421053,0.445331158,0.419485895
Uganda,Pallisa,Butebo,UGA.50.2_1,0.349222021,0.324080311,0.319503368,0.322138083,0.322108808,0.324148187,0.375768135,0.390533938,0.53384715,0.585140674,0.568512435,0.52558057,0.500553109,0.495067617,0.485207772,0.430372798,0.483437824,0.483610622,0.448011658,0.489878238,0.488465544,0.442289378,0.39206114
Uganda,Pallisa,Kibuku,UGA.50.3_1,0.397108741,0.360635315,0.359065734,0.355859441,0.356573951,0.373114161,0.444998427,0.424827448,0.584195105,0.624086713,0.591362413,0.568036364,0.526782517,0.510750175,0.515321503,0.492859615,0.523196503,0.533549825,0.522590909,0.505538811,0.52093514,0.469871853,0.448128497
Uganda,Pallisa,Pallisa,UGA.50.4_1,0.332592067,0.312389497,0.306410056,0.310904581,0.298066592,0.314803911,0.364001006,0.404059888,0.519267374,0.547502682,0.508075531,0.499536089,0.471193966,0.445304134,0.460941899,0.42668257,0.447552067,0.460512514,0.459005363,0.456853966,0.449842905,0.410110279,0.37107352
Uganda,Rakai,Kabula,UGA.51.1_1,0.431140634,0.223313545,0.374620557,0.136027954,0.308297791,0.234248223,0.342977522,0.258719116,0.459619212,0.484048319,0.48223391,0.414270797,0.367124304,0.305610951,0.368604995,0.361930932,0.362982133,0.481051777,0.300428434,0.342895773,0.151788473,0.487535351,0.435679155
Uganda,Rakai,Kakuuto,UGA.51.2_1,0.332451761,0.19641196,0.385766977,0.08651794,0.404846179,0.078735615,0.215919136,0.134616811,0.327283522,0.493743654,0.532753289,0.568169302,0.523794817,0.364783787,0.400130498,0.324879003,0.370122326,0.347870365,0.109558272,0.189001395,0.151433754,0.261897209,0.443410299
Uganda,Rakai,Kooki,UGA.51.3_1,0.317580483,0.041954527,0.383020322,0.073846747,0.342562978,0.097167874,0.216238833,0.200572099,0.450186989,0.412351509,0.500289671,0.455477062,0.400978806,0.333999799,0.322840577,0.254768612,0.194805366,0.287616231,0.118951509,0.201173172,0.199901274,0.244744936,0.434343327
Uganda,Rakai,Kyotera,UGA.51.4_1,0.448205315,0.343983948,0.519050976,0.075368764,0.471238178,0.052396855,0.195775597,0.162520933,0.197694252,0.522401952,0.478626139,0.556493384,0.53683731,0.443175597,0.444000108,0.320237852,0.33669154,0.371162039,0.095281779,0.134249566,0.159451518,0.275105098,0.451534707
Uganda,Rukungiri,Bufumbira,UGA.52.1_1,0.483642845,0.37838386,0.509870133,0.35885574,0.445675541,0.391553078,0.393113228,0.372869468,0.557220216,0.536298586,0.528166389,0.521839767,0.491269218,0.443154908,0.452185524,0.444153328,0.481096007,0.432679035,0.389784775,0.365497005,0.337025957,0.532468719,0.446974958
Uganda,Rukungiri,Rubabo,UGA.52.2_1,0.534611092,0.476618024,0.555166031,0.423487175,0.476807626,0.493154246,0.385180763,0.364490121,0.511899827,0.473109185,0.572323224,0.529564125,0.493977123,0.463238995,0.450425303,0.44815234,0.511421664,0.336006759,0.388527903,0.396793414,0.284014558,0.523287695,0.392509185
Uganda,Sembabule,Lwemiyaga,UGA.53.1_1,0.472661371,0.426851904,0.397790533,0.29,,,,,,,,,,,,,,,,,,,
